1910
(
(0.000000 ( -0.067796 0.000000 0.000000 ))
(0.015700 ( -0.067780 0.000000 0.000000 ))
(0.031400 ( -0.067763 0.000000 0.000000 ))
(0.047100 ( -0.067731 0.000000 0.000000 ))
(0.062800 ( -0.067698 0.000000 0.000000 ))
(0.078500 ( -0.067637 0.000000 0.000000 ))
(0.094200 ( -0.067575 0.000000 0.000000 ))
(0.109900 ( -0.067507 0.000000 0.000000 ))
(0.125600 ( -0.067439 0.000000 0.000000 ))
(0.141300 ( -0.067336 0.000000 0.000000 ))
(0.157000 ( -0.067232 0.000000 0.000000 ))
(0.172700 ( -0.067121 0.000000 0.000000 ))
(0.188400 ( -0.067009 0.000000 0.000000 ))
(0.204100 ( -0.066866 0.000000 0.000000 ))
(0.219800 ( -0.066722 0.000000 0.000000 ))
(0.235500 ( -0.066558 0.000000 0.000000 ))
(0.251200 ( -0.066394 0.000000 0.000000 ))
(0.266900 ( -0.066211 0.000000 0.000000 ))
(0.282600 ( -0.066028 0.000000 0.000000 ))
(0.298300 ( -0.065813 0.000000 0.000000 ))
(0.314000 ( -0.065597 0.000000 0.000000 ))
(0.329700 ( -0.065367 0.000000 0.000000 ))
(0.345400 ( -0.065137 0.000000 0.000000 ))
(0.361100 ( -0.064865 0.000000 0.000000 ))
(0.376800 ( -0.064594 0.000000 0.000000 ))
(0.392500 ( -0.064314 0.000000 0.000000 ))
(0.408200 ( -0.064035 0.000000 0.000000 ))
(0.423900 ( -0.063713 0.000000 0.000000 ))
(0.439600 ( -0.063390 0.000000 0.000000 ))
(0.455300 ( -0.063045 0.000000 0.000000 ))
(0.471000 ( -0.062700 0.000000 0.000000 ))
(0.486700 ( -0.062329 0.000000 0.000000 ))
(0.502400 ( -0.061959 0.000000 0.000000 ))
(0.518100 ( -0.061552 0.000000 0.000000 ))
(0.533800 ( -0.061145 0.000000 0.000000 ))
(0.549500 ( -0.060717 0.000000 0.000000 ))
(0.565200 ( -0.060289 0.000000 0.000000 ))
(0.580900 ( -0.059817 0.000000 0.000000 ))
(0.596600 ( -0.059344 0.000000 0.000000 ))
(0.612300 ( -0.058853 0.000000 0.000000 ))
(0.628000 ( -0.058362 0.000000 0.000000 ))
(0.643700 ( -0.057823 0.000000 0.000000 ))
(0.659400 ( -0.057285 0.000000 0.000000 ))
(0.675100 ( -0.056723 0.000000 0.000000 ))
(0.690800 ( -0.056162 0.000000 0.000000 ))
(0.706500 ( -0.055563 0.000000 0.000000 ))
(0.722200 ( -0.054964 0.000000 0.000000 ))
(0.737900 ( -0.054324 0.000000 0.000000 ))
(0.753600 ( -0.053685 0.000000 0.000000 ))
(0.769300 ( -0.053022 0.000000 0.000000 ))
(0.785000 ( -0.052359 0.000000 0.000000 ))
(0.800700 ( -0.051649 0.000000 0.000000 ))
(0.816400 ( -0.050939 0.000000 0.000000 ))
(0.832100 ( -0.050200 0.000000 0.000000 ))
(0.847800 ( -0.049462 0.000000 0.000000 ))
(0.863500 ( -0.048672 0.000000 0.000000 ))
(0.879200 ( -0.047883 0.000000 0.000000 ))
(0.894900 ( -0.047072 0.000000 0.000000 ))
(0.910600 ( -0.046262 0.000000 0.000000 ))
(0.926300 ( -0.045401 0.000000 0.000000 ))
(0.942000 ( -0.044540 0.000000 0.000000 ))
(0.957700 ( -0.043640 0.000000 0.000000 ))
(0.973400 ( -0.042739 0.000000 0.000000 ))
(0.989100 ( -0.041812 0.000000 0.000000 ))
(1.004800 ( -0.040885 0.000000 0.000000 ))
(1.020500 ( -0.039908 0.000000 0.000000 ))
(1.036200 ( -0.038931 0.000000 0.000000 ))
(1.051900 ( -0.037926 0.000000 0.000000 ))
(1.067600 ( -0.036920 0.000000 0.000000 ))
(1.083300 ( -0.035864 0.000000 0.000000 ))
(1.099000 ( -0.034809 0.000000 0.000000 ))
(1.114700 ( -0.033722 0.000000 0.000000 ))
(1.130400 ( -0.032635 0.000000 0.000000 ))
(1.146100 ( -0.031501 0.000000 0.000000 ))
(1.161800 ( -0.030366 0.000000 0.000000 ))
(1.177500 ( -0.029198 0.000000 0.000000 ))
(1.193200 ( -0.028029 0.000000 0.000000 ))
(1.208900 ( -0.026826 0.000000 0.000000 ))
(1.224600 ( -0.025622 0.000000 0.000000 ))
(1.240300 ( -0.024370 0.000000 0.000000 ))
(1.256000 ( -0.023118 0.000000 0.000000 ))
(1.271700 ( -0.021844 0.000000 0.000000 ))
(1.287400 ( -0.020570 0.000000 0.000000 ))
(1.303100 ( -0.019248 0.000000 0.000000 ))
(1.318800 ( -0.017927 0.000000 0.000000 ))
(1.334500 ( -0.016574 0.000000 0.000000 ))
(1.350200 ( -0.015220 0.000000 0.000000 ))
(1.365900 ( -0.013825 0.000000 0.000000 ))
(1.381600 ( -0.012429 0.000000 0.000000 ))
(1.397300 ( -0.011007 0.000000 0.000000 ))
(1.413000 ( -0.009584 0.000000 0.000000 ))
(1.428700 ( -0.008123 0.000000 0.000000 ))
(1.444400 ( -0.006662 0.000000 0.000000 ))
(1.460100 ( -0.005162 0.000000 0.000000 ))
(1.475800 ( -0.003662 0.000000 0.000000 ))
(1.491500 ( -0.002146 0.000000 0.000000 ))
(1.507200 ( -0.000629 0.000000 0.000000 ))
(1.522900 ( 0.000929 0.000000 0.000000 ))
(1.538600 ( 0.002486 0.000000 0.000000 ))
(1.554300 ( 0.004065 0.000000 0.000000 ))
(1.570000 ( 0.005644 0.000000 0.000000 ))
(1.585700 ( 0.007255 0.000000 0.000000 ))
(1.601400 ( 0.008866 0.000000 0.000000 ))
(1.617100 ( 0.010503 0.000000 0.000000 ))
(1.632800 ( 0.012139 0.000000 0.000000 ))
(1.648500 ( 0.013800 0.000000 0.000000 ))
(1.664200 ( 0.015462 0.000000 0.000000 ))
(1.679900 ( 0.017148 0.000000 0.000000 ))
(1.695600 ( 0.018834 0.000000 0.000000 ))
(1.711300 ( 0.020532 0.000000 0.000000 ))
(1.727000 ( 0.022231 0.000000 0.000000 ))
(1.742700 ( 0.023959 0.000000 0.000000 ))
(1.758400 ( 0.025686 0.000000 0.000000 ))
(1.774100 ( 0.027419 0.000000 0.000000 ))
(1.789800 ( 0.029151 0.000000 0.000000 ))
(1.805500 ( 0.030903 0.000000 0.000000 ))
(1.821200 ( 0.032654 0.000000 0.000000 ))
(1.836900 ( 0.034419 0.000000 0.000000 ))
(1.852600 ( 0.036184 0.000000 0.000000 ))
(1.868300 ( 0.037956 0.000000 0.000000 ))
(1.884000 ( 0.039728 0.000000 0.000000 ))
(1.899700 ( 0.041510 0.000000 0.000000 ))
(1.915400 ( 0.043291 0.000000 0.000000 ))
(1.931100 ( 0.045074 0.000000 0.000000 ))
(1.946800 ( 0.046857 0.000000 0.000000 ))
(1.962500 ( 0.048650 0.000000 0.000000 ))
(1.978200 ( 0.050443 0.000000 0.000000 ))
(1.993900 ( 0.052223 0.000000 0.000000 ))
(2.009600 ( 0.054004 0.000000 0.000000 ))
(2.025300 ( 0.055788 0.000000 0.000000 ))
(2.041000 ( 0.057572 0.000000 0.000000 ))
(2.056700 ( 0.059347 0.000000 0.000000 ))
(2.072400 ( 0.061122 0.000000 0.000000 ))
(2.088100 ( 0.062887 0.000000 0.000000 ))
(2.103800 ( 0.064652 0.000000 0.000000 ))
(2.119500 ( 0.066410 0.000000 0.000000 ))
(2.135200 ( 0.068167 0.000000 0.000000 ))
(2.150900 ( 0.069904 0.000000 0.000000 ))
(2.166600 ( 0.071641 0.000000 0.000000 ))
(2.182300 ( 0.073368 0.000000 0.000000 ))
(2.198000 ( 0.075094 0.000000 0.000000 ))
(2.213700 ( 0.076790 0.000000 0.000000 ))
(2.229400 ( 0.078487 0.000000 0.000000 ))
(2.245100 ( 0.080166 0.000000 0.000000 ))
(2.260800 ( 0.081844 0.000000 0.000000 ))
(2.276500 ( 0.083491 0.000000 0.000000 ))
(2.292200 ( 0.085138 0.000000 0.000000 ))
(2.307900 ( 0.086755 0.000000 0.000000 ))
(2.323600 ( 0.088372 0.000000 0.000000 ))
(2.339300 ( 0.089958 0.000000 0.000000 ))
(2.355000 ( 0.091545 0.000000 0.000000 ))
(2.370700 ( 0.093089 0.000000 0.000000 ))
(2.386400 ( 0.094632 0.000000 0.000000 ))
(2.402100 ( 0.096144 0.000000 0.000000 ))
(2.417800 ( 0.097656 0.000000 0.000000 ))
(2.433500 ( 0.099117 0.000000 0.000000 ))
(2.449200 ( 0.100578 0.000000 0.000000 ))
(2.464900 ( 0.102000 0.000000 0.000000 ))
(2.480600 ( 0.103421 0.000000 0.000000 ))
(2.496300 ( 0.104788 0.000000 0.000000 ))
(2.512000 ( 0.106154 0.000000 0.000000 ))
(2.527700 ( 0.107470 0.000000 0.000000 ))
(2.543400 ( 0.108786 0.000000 0.000000 ))
(2.559100 ( 0.110048 0.000000 0.000000 ))
(2.574800 ( 0.111310 0.000000 0.000000 ))
(2.590500 ( 0.112508 0.000000 0.000000 ))
(2.606200 ( 0.113707 0.000000 0.000000 ))
(2.621900 ( 0.114851 0.000000 0.000000 ))
(2.637600 ( 0.115995 0.000000 0.000000 ))
(2.653300 ( 0.117066 0.000000 0.000000 ))
(2.669000 ( 0.118138 0.000000 0.000000 ))
(2.684700 ( 0.119150 0.000000 0.000000 ))
(2.700400 ( 0.120162 0.000000 0.000000 ))
(2.716100 ( 0.121099 0.000000 0.000000 ))
(2.731800 ( 0.122035 0.000000 0.000000 ))
(2.747500 ( 0.122899 0.000000 0.000000 ))
(2.763200 ( 0.123764 0.000000 0.000000 ))
(2.778900 ( 0.124556 0.000000 0.000000 ))
(2.794600 ( 0.125347 0.000000 0.000000 ))
(2.810300 ( 0.126058 0.000000 0.000000 ))
(2.826000 ( 0.126768 0.000000 0.000000 ))
(2.841700 ( 0.127402 0.000000 0.000000 ))
(2.857400 ( 0.128036 0.000000 0.000000 ))
(2.873100 ( 0.128580 0.000000 0.000000 ))
(2.888800 ( 0.129125 0.000000 0.000000 ))
(2.904500 ( 0.129594 0.000000 0.000000 ))
